Organism	Chromosome	Contig	Gene_Name	Strand_Orientation	Start	End
Homo sapiens 	X 	NT_011638 	MAGED1 	+ 	1521982 	1621277
Homo sapiens 	X 	NT_011638 	LOC644310 	+ 	1642475 	1642666
Homo sapiens 	X 	NT_011638 	LOC401589 	- 	1769783 	1773178
Homo sapiens 	X 	NT_011638 	MAGED4 	- 	1780750 	1788195
Homo sapiens 	X 	NT_011638 	LOC728239 	+ 	1903746 	1911191
Homo sapiens 	X 	NT_011638 	LOC644402 	+ 	2045137 	2045565
Homo sapiens 	X 	NT_011638 	LOC728242 	+ 	2087880 	2094625
Homo sapiens 	X 	NT_011638 	LOC644509 	- 	2203851 	2204869
Homo sapiens 	X 	NT_011638 	LOC728259 	+ 	2214630 	2219766
Homo sapiens 	X 	NT_011638 	LOC728266 	- 	2231031 	2236167
Homo sapiens 	X 	NT_011638 	XAGE2 	- 	2356163 	2362908
Homo sapiens 	X 	NT_113964 	LOC644528 	- 	35596 	39420
Homo sapiens 	X 	NT_113964 	LOC338829 	- 	42096 	45878
Homo sapiens 	X 	NT_113964 	LOC644644 	+ 	72613 	75692
Homo sapiens 	X 	NT_113964 	LOC728822 	+ 	88498 	98166
Homo sapiens 	X 	NT_113964 	LOC644670 	+ 	123945 	147566
Homo sapiens 	X 	NT_113965 	LOC728849 	- 	176507 	387389
Homo sapiens 	X 	NT_113965 	LOC644732 	- 	454779 	504887
Homo sapiens 	X 	NT_113965 	LOC728866 	+ 	537393 	583670
Homo sapiens 	X 	NT_113965 	LOC644749 	+ 	721470 	723796
Homo sapiens 	X 	NT_113965 	LOC728188 	- 	729064 	730759
Homo sapiens 	X 	NT_113965 	LOC644756 	+ 	730871 	759333
Homo sapiens 	X 	NT_113965 	LOC728198 	+ 	787131 	797157
Homo sapiens 	X 	NT_113966 	LOC728899 	- 	16346 	20024
Homo sapiens 	X 	NT_113966 	LOC653560 	+ 	20948 	36397
Homo sapiens 	X 	NT_011630 	LOC727767 	+ 	65855 	70991
Homo sapiens 	X 	NT_011630 	XAGE1 	- 	82245 	87381
Homo sapiens 	X 	NT_011630 	LOC727784 	- 	95139 	100275
Homo sapiens 	X 	NT_011630 	LOC644518 	+ 	127274 	138622
Homo sapiens 	X 	NT_011630 	psiSSX4 	+ 	181077 	182576
Homo sapiens 	X 	NT_011630 	psiSSX1 	+ 	187737 	195176
Homo sapiens 	X 	NT_011630 	SSX8 	+ 	206264 	217084
Homo sapiens 	X 	NT_011630 	SSX7 	- 	227197 	238036
Homo sapiens 	X 	NT_011630 	psiSSX5 	+ 	255657 	261716
Homo sapiens 	X 	NT_011630 	SSX2 	- 	280032 	290335
Homo sapiens 	X 	NT_011630 	LOC727837 	+ 	334295 	373436
Homo sapiens 	X 	NT_011630 	SPANX-N5 	- 	379270 	381227
Homo sapiens 	X 	NT_011630 	XAGE5 	+ 	395314 	401408
Homo sapiens 	X 	NT_011630 	LOC286512 	- 	415835 	417035
Homo sapiens 	X 	NT_011630 	XAGE3 	- 	445643 	451185
Homo sapiens 	X 	NT_011630 	LOC727866 	+ 	474720 	491673
Homo sapiens 	X 	NT_011630 	TMEM29 	- 	530548 	540262
Homo sapiens 	X 	NT_011630 	GPR173 	+ 	632592 	661329
Homo sapiens 	X 	NT_011630 	TSPYL2 	+ 	665648 	671808
Homo sapiens 	X 	NT_011630 	ACTGP10 	- 	726261 	727169
Homo sapiens 	X 	NT_011630 	SMCX 	- 	775539 	808690
Homo sapiens 	X 	NT_011630 	IQSEC2 	- 	816144 	864882
Homo sapiens 	X 	NT_011630 	SMC1A 	- 	955156 	1003704
Homo sapiens 	X 	NT_011630 	RIBC1 	+ 	1003925 	1012145
Homo sapiens 	X 	NT_011630 	HADH2 	- 	1012292 	1015409
Homo sapiens 	X 	NT_011630 	HUWE1 	- 	1113837 	1235137
Homo sapiens 	X 	NT_011630 	LOC729002 	+ 	1267291 	1267854
Homo sapiens 	X 	NT_011630 	PHF8 	- 	1517199 	1624397
Homo sapiens 	X 	NT_011630 	FAM120C 	- 	1652671 	1763777
Homo sapiens 	X 	NT_011630 	WNK3 	- 	1776941 	1938524
Homo sapiens 	X 	NT_011630 	TSR2 	+ 	2020939 	2025816
Homo sapiens 	X 	NT_011630 	FGD1 	- 	2025973 	2076685
Homo sapiens 	X 	NT_011630 	GNL3L 	+ 	2110730 	2146059
Homo sapiens 	X 	NT_011630 	LOC392473 	+ 	2220287 	2253157
Homo sapiens 	X 	NT_011630 	ITIH5L 	- 	2329702 	2378759
Homo sapiens 	X 	NT_011630 	MAGED2 	+ 	2388257 	2396531
Homo sapiens 	X 	NT_011630 	SNORA11 	+ 	2394889 	2395019
Homo sapiens 	X 	NT_011630 	TRO 	+ 	2501335 	2511950
Homo sapiens 	X 	NT_011630 	PFKFB1 	- 	2513676 	2574596
Homo sapiens 	X 	NT_011630 	APEX2 	+ 	2580866 	2588298
Homo sapiens 	X 	NT_011630 	ALAS2 	- 	2589574 	2611497
Homo sapiens 	X 	NT_011630 	PAGE2B 	+ 	2655590 	2659422
Homo sapiens 	X 	NT_011630 	PAGE2 	+ 	2669583 	2673346
Homo sapiens 	X 	NT_011630 	FAM104B 	- 	2723621 	2741695
Homo sapiens 	X 	NT_011630 	PAGE5 	+ 	2800877 	2804627
Homo sapiens 	X 	NT_011630 	PAGE3 	- 	2838934 	2845365
Homo sapiens 	X 	NT_011630 	MAGEH1 	+ 	3032624 	3034085
Homo sapiens 	X 	NT_011630 	USP51 	- 	3067048 	3069717
Homo sapiens 	X 	NT_011630 	LOC644893 	- 	3101366 	3102319
Homo sapiens 	X 	NT_011630 	FOXR2 	+ 	3203919 	3205844
Homo sapiens 	X 	NT_011630 	XAGE-4 	- 	3207270 	3237533
Homo sapiens 	X 	NT_011630 	RRAGB 	+ 	3298265 	3339293
Homo sapiens 	X 	NT_011630 	LOC644924 	+ 	3488673 	3543001
Homo sapiens 	X 	NT_011630 	KLF8 	+ 	3812993 	3865616
Homo sapiens 	X 	NT_011630 	UBQLN2 	+ 	4144158 	4147463
Homo sapiens 	X 	NT_011630 	LOC644969 	- 	4317761 	4318096
Homo sapiens 	X 	NT_011630 	SPIN3 	- 	4556889 	4576028
Homo sapiens 	X 	NT_011630 	SPIN-2 	- 	4700201 	4702065
Homo sapiens 	X 	NT_011630 	SPIN2 	- 	4716169 	4718144
Homo sapiens 	X 	NT_011630 	AMDD 	+ 	4867225 	5069712
Homo sapiens 	X 	NT_011630 	ZXDB 	+ 	5172355 	5177996
Homo sapiens 	X 	NT_011630 	NOD24 	- 	5257297 	5260799
Homo sapiens 	X 	NT_011630 	LOC392477 	+ 	5346838 	5347803
Homo sapiens 	X 	NT_011630 	ZXDA 	- 	5488283 	5491153
Homo sapiens 	X 	NT_011630 	LOC645136 	- 	5514621 	5514866
Homo sapiens 	X 	NT_011630 	LOC392479 	+ 	5515159 	5566653
Homo sapiens 	X 	NT_011669 	LOC653588 	+ 	316766 	317789
Homo sapiens 	X 	NT_011669 	LOC645251 	- 	836984 	884257
Homo sapiens 	X 	NT_011669 	LOC139886 	- 	885095 	889199
Homo sapiens 	X 	NT_011669 	ARHGEF9 	- 	1172836 	1292981
Homo sapiens 	X 	NT_011669 	LOC652961 	+ 	1304638 	1305456
Homo sapiens 	X 	NT_011669 	HNRPDP 	+ 	1582112 	1583147
Homo sapiens 	X 	NT_011669 	FAM123B 	- 	1722986 	1743612
Homo sapiens 	X 	NT_011669 	ASB12 	- 	1762064 	1763491
Homo sapiens 	X 	NT_011669 	MTMR8 	- 	1805949 	1933299
Homo sapiens 	X 	NT_011669 	LOC392481 	+ 	1970269 	1972017
Homo sapiens 	X 	NT_011669 	LOC442455 	+ 	2118752 	2162443
Homo sapiens 	X 	NT_011669 	KIAA1166 	- 	2454249 	2514324
Homo sapiens 	X 	NT_011669 	LOC645381 	+ 	2945951 	2946553
Homo sapiens 	X 	NT_011669 	LOC645388 	+ 	3006930 	3008315
Homo sapiens 	X 	NT_011669 	ZC3H12B 	+ 	3026694 	3045755
Homo sapiens 	X 	NT_011669 	LAS1L 	- 	3050454 	3072655
Homo sapiens 	X 	NT_011669 	FKSG43 	- 	3088490 	3090289
Homo sapiens 	X 	NT_011669 	MSN 	+ 	3205499 	3279781
Homo sapiens 	X 	NT_011669 	NANOGP9 	- 	3310146 	3311658
Homo sapiens 	X 	NT_011669 	LOC645420 	- 	3494610 	3495026
Homo sapiens 	X 	NT_011669 	VSIG4 	- 	3559568 	3577873
Homo sapiens 	X 	NT_011669 	LOC392485 	- 	3593417 	3594403
Homo sapiens 	X 	NT_011669 	LOC645430 	- 	3612372 	3614175
Homo sapiens 	X 	NT_011669 	HEPH 	+ 	3700651 	3805219
Homo sapiens 	X 	NT_011669 	GPR165P 	+ 	3978567 	3979278
Homo sapiens 	X 	NT_011669 	LOC402408 	+ 	4035629 	4037254
Homo sapiens 	X 	NT_011669 	EDA2R 	- 	4133467 	4153861
Homo sapiens 	X 	NT_011669 	AR 	+ 	5081862 	5262107
Homo sapiens 	X 	NT_011669 	OPHN1 	- 	5580703 	5971635
Homo sapiens 	X 	NT_011669 	PGK1P1 	- 	5607907 	5609676
Homo sapiens 	X 	NT_011669 	YIPF6 	+ 	6036874 	6070289
Homo sapiens 	X 	NT_011669 	STARD8 	+ 	6185499 	6263666
Homo sapiens 	X 	NT_011669 	SERBP1P 	+ 	6321204 	6324262
Homo sapiens 	X 	NT_011669 	EFNB1 	+ 	6366819 	6379991
Homo sapiens 	X 	NT_011669 	PJA1 	- 	6698685 	6703328
Homo sapiens 	X 	NT_011669 	CYCSP43 	- 	7023172 	7023483
Homo sapiens 	X 	NT_011669 	TMEM28 	+ 	7043066 	7070339
Homo sapiens 	X 	NT_011669 	EDA 	+ 	7153899 	7577310
Homo sapiens 	X 	NT_011669 	PDZD11 	- 	7223939 	7827860
Homo sapiens 	X 	NT_011669 	DGAT2L4 	- 	7578380 	7587776
Homo sapiens 	X 	NT_011669 	OTUD6A 	+ 	7600329 	7602017
Homo sapiens 	X 	NT_011669 	IGBP1 	+ 	7671306 	7704162
Homo sapiens 	X 	NT_011669 	DGAT2L6 	+ 	7715324 	7743541
Homo sapiens 	X 	NT_011669 	DGAT2L3 	+ 	7772534 	7778128
Homo sapiens 	X 	NT_011669 	P2RY4 	- 	7796004 	7797642
Homo sapiens 	X 	NT_011669 	ARR3 	+ 	7806190 	7819678
Homo sapiens 	X 	NT_011669 	RAB41 	+ 	7820056 	7822840
Homo sapiens 	X 	NT_011669 	KIF4A 	+ 	7827950 	7968809
Homo sapiens 	X 	NT_011669 	GDPD2 	+ 	7960979 	7971219
Homo sapiens 	X 	NT_011669 	DLG3 	+ 	7982807 	8040521
Homo sapiens 	X 	NT_011669 	TEX11 	- 	8066778 	8446555
Homo sapiens 	X 	NT_011669 	SLC7A3 	- 	8463417 	8468918
Homo sapiens 	X 	NT_011669 	LOC653658 	+ 	8468731 	8501131
Homo sapiens 	X 	NT_011669 	LOC729380 	- 	8554366 	8554518
Homo sapiens 	X 	NT_011669 	SNX12 	- 	8598776 	8606219
Homo sapiens 	X 	NT_011669 	MLLT7 	+ 	8634198 	8641372
Homo sapiens 	X 	NT_011669 	LOC158830 	- 	8641825 	8644408
Homo sapiens 	X 	NT_011669 	IL2RG 	- 	8645247 	8649391
Homo sapiens 	X 	NT_011669 	MED12 	+ 	8656561 	8680135
Homo sapiens 	X 	NT_011669 	NLGN3 	+ 	8682699 	8709039
Homo sapiens 	X 	NT_011669 	GJB1 	+ 	8761064 	8763032
Homo sapiens 	X 	NT_011669 	ZMYM3 	- 	8777462 	8792411
Homo sapiens 	X 	NT_011669 	NONO 	+ 	8821455 	8839006
Homo sapiens 	X 	NT_011669 	ITGB1BP2 	+ 	8839616 	8843192
Homo sapiens 	X 	NT_011669 	LOC392489 	+ 	8890256 	8890829
Homo sapiens 	X 	NT_011669 	TAF1 	+ 	8904102 	9002288
Homo sapiens 	X 	NT_011669 	INGX 	- 	9029517 	9030287
Homo sapiens 	X 	NT_011669 	OGT 	+ 	9070921 	9113728
Homo sapiens 	X 	NT_011669 	LOC729413 	- 	9116232 	9117219
Homo sapiens 	X 	NT_011669 	ACRC 	+ 	9116249 	9151421
Homo sapiens 	X 	NT_011669 	CXCR3 	- 	9153754 	9156355
Homo sapiens 	X 	NT_011669 	RPS26L1 	+ 	9582247 	9582812
Homo sapiens 	X 	NT_011669 	RGAG4 	- 	9664951 	9669739
Homo sapiens 	X 	NT_011669 	LOC340527 	+ 	9671487 	9679200
Homo sapiens 	X 	NT_011669 	LOC645914 	+ 	9679628 	9681412
Homo sapiens 	X 	NT_011669 	FLJ44635 	+ 	9682022 	9699587
Homo sapiens 	X 	NT_011669 	PIN4 	+ 	9719514 	9735929
Homo sapiens 	X 	NT_011669 	FLJ20105 	- 	9742495 	9776846
Homo sapiens 	X 	NT_011669 	RPS4X 	- 	9810441 	9815129
Homo sapiens 	X 	NT_011669 	CITED1 	- 	9839488 	9844778
Homo sapiens 	X 	NT_011669 	HDAC8 	- 	9867354 	10110641
Homo sapiens 	X 	NT_011669 	PHKA1 	- 	10118466 	10251875
Homo sapiens 	X 	NT_011669 	LOC645938 	- 	10265790 	10266634
Homo sapiens 	X 	NT_011669 	LOC729488 	+ 	10311868 	10316907
Homo sapiens 	X 	NT_011669 	LOC728656 	+ 	10314821 	10386624
Homo sapiens 	X 	NT_011669 	LOC653687 	+ 	10315449 	10315748
Homo sapiens 	X 	NT_011669 	DMRTC1 	- 	10409851 	10415686
Homo sapiens 	X 	NT_011669 	CXorf50 	- 	10479556 	10481505
Homo sapiens 	X 	NT_011669 	LOC645974 	+ 	10538861 	10543539
Homo sapiens 	X 	NT_011669 	LOC340529 	- 	10615103 	10617339
Homo sapiens 	X 	NT_011669 	NAP1L6 	- 	10663864 	10665907
Homo sapiens 	X 	NT_011669 	NAP1L2 	- 	10750142 	10752672
Homo sapiens 	X 	NT_011669 	LOC646016 	+ 	10763114 	10813343
Homo sapiens 	X 	NT_011669 	CDX4 	+ 	10985078 	10992409
Homo sapiens 	X 	NT_011669 	LOC139201 	- 	11062713 	11063986
Homo sapiens 	X 	NT_011669 	CHIC1 	+ 	11101032 	11222234
Homo sapiens 	X 	NT_011669 	LOC389873 	+ 	11307071 	11308246
Homo sapiens 	X 	NT_011669 	XIST 	- 	11358483 	11390576
Homo sapiens 	X 	NT_011669 	RPSAP14 	+ 	11569284 	11569662
Homo sapiens 	X 	NT_011669 	LOC646056 	+ 	11598364 	11604121
Homo sapiens 	X 	NT_011669 	LOC554203 	+ 	11607042 	11608654
Homo sapiens 	X 	NT_011669 	LOC260337 	+ 	11643398 	11646482
Homo sapiens 	X 	NT_011669 	MKRNP1 	- 	11696976 	11700722
Homo sapiens 	X 	NT_011669 	BMP2KL 	+ 	11723743 	11724978
Homo sapiens 	X 	NT_011669 	LOC646080 	+ 	11740609 	11742479
Homo sapiens 	X 	NT_011669 	ZCCHC13 	+ 	11842013 	11842854
Homo sapiens 	X 	NT_011669 	LOC392497 	- 	11913948 	11914708
Homo sapiens 	X 	NT_011669 	LOC728748 	- 	11933792 	11935546
Homo sapiens 	X 	NT_011669 	LOC729553 	- 	11936696 	11937373
Homo sapiens 	X 	NT_011669 	LOC646108 	+ 	11947341 	11947923
Homo sapiens 	X 	NT_011669 	SLC16A2 	+ 	11959073 	12071738
Homo sapiens 	X 	NT_011669 	PABPCP3 	- 	12120407 	12121370
Homo sapiens 	X 	NT_011669 	RNF12 	- 	12128028 	12152431
Homo sapiens 	X 	NT_011669 	KIAA2022 	- 	12271400 	12462972
Homo sapiens 	X 	NT_011669 	ABCB7 	- 	12591093 	12694120
Homo sapiens 	X 	NT_011669 	RP11-311P8.3 	+ 	12811949 	12842422
Homo sapiens 	X 	NT_011669 	LOC646127 	- 	12864585 	12897278
Homo sapiens 	X 	NT_011669 	ZDHHC15 	- 	12910049 	13060863
Homo sapiens 	X 	NT_011669 	LOC728782 	+ 	12922127 	12922697
Homo sapiens 	X 	NT_011669 	BRAF2 	+ 	13120455 	13121228
Homo sapiens 	X 	NT_011669 	LOC286495 	- 	13278654 	13284821
Homo sapiens 	X 	NT_011669 	MAGEE2 	- 	13320811 	13323059
Homo sapiens 	X 	NT_011669 	LOC641378 	+ 	13567291 	13569731
Homo sapiens 	X 	NT_011669 	CXorf26 	+ 	13710436 	13715699
Homo sapiens 	X 	NT_011669 	LDHBP 	- 	13872907 	13873910
Homo sapiens 	X 	NT_011669 	MAGEE1 	+ 	13965784 	13969411
Homo sapiens 	X 	NT_011669 	LOC646193 	- 	14193817 	14194164
